SongName,ArtistName,Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms
Hearts on Fire - CORSAK & Willim Remix,ILLENIUM,86,0.662,0.413,0,-7.357,1,0.0299,0.213,0,0.134,0.467,93.005,161385
Silence,Marshmello,72,0.606,0.784,7,-6.293,1,0.268,0.435,0,0.689,0.48,80.985,278573
Sweet Dreams,Alan Walker,56,0.675,0.562,9,-5.99,1,0.0968,0.245,0.00109,0.103,0.655,79.916,156963
Lose My Mind,DVBBS,84,0.386,0.426,3,-6.642,1,0.0363,0.807,0,0.14,0.261,180.104,203385
Poison,DJ Gollum,76,0.706,0.824,0,-7.959,1,0.0694,0.355,0.000133,0.111,0.86,94.98,132000
Daylight,Klaas,84,0.625,0.814,0,-5.181,1,0.0657,0.0172,0,0.158,0.535,144.991,205485
You Know You Like It,DJ Snake,66,0.494,0.651,11,-4.127,0,0.0384,0.0819,0,0.104,0.162,149.979,222400
Gone Are The Days (feat. James Gillespie),Kygo,62,0.568,0.564,6,-8.231,1,0.0273,0.0105,0.000127,0.0766,0.385,115.059,309986
DRXGS - Rawtek Remix,Yellow Claw,62,0.799,0.791,2,-5.173,1,0.109,0.3,0.00089,0.104,0.651,119.993,177476
SOS (feat. Aloe Blacc),Avicii,57,0.564,0.722,11,-5.453,1,0.0444,0.566,1.26E-06,0.323,0.244,150.04,201600
Shade of Yellow,Griff,51,0.623,0.886,5,-2.409,1,0.0512,0.0526,0,0.409,0.235,122.095,209016
Black Hole,Griff,67,0.404,0.806,2,-4.75,1,0.0496,0.198,0,0.114,0.112,148.036,220730
Black Hole,Griff,49,0.784,0.826,4,-4.517,0,0.0929,0.0205,1.38E-05,0.125,0.269,103.913,193846
Shade of Yellow,Griff,58,0.496,0.679,8,-6.893,1,0.0345,0.0308,0.00327,0.316,0.224,105.059,268966
Reckless,Madison Beer,63,0.572,0.57,4,-6.99,0,0.0251,0.0436,0.0585,0.122,0.279,104.982,218000
Lost,Maroon 5,68,0.643,0.594,2,-5.453,1,0.0318,0.0128,0,0.118,0.442,144.033,216668
Leave Before You Love Me (with Jonas Brothers),Marshmello,73,0.536,0.879,1,-3.019,1,0.0621,0.0742,0,0.0847,0.334,140.137,192000
Black Hole,Griff,59,0.707,0.882,6,-7.46,1,0.0384,0.0606,0.0132,0.105,0.208,125.005,184320
Closer,The Chainsmokers,52,0.457,0.728,2,-8.625,1,0.0497,0.192,0.0292,0.0944,0.439,84.976,251510
Come & Go (with Marshmello),Juice WRLD,58,0.669,0.748,8,-3.218,1,0.106,0.00498,0,0.17,0.373,87.012,167480
FEFE,6ix9ine,0,0.878,0.64,0,-5.641,1,0.0591,0.142,0,0.0981,0.658,124.069,200524
Into Your Arms (feat. Ava Max),Witt Lowry,0,0.878,0.64,0,-5.641,1,0.0591,0.142,0,0.0981,0.658,124.069,200524
Kiss Me Thru The Phone,Soulja Boy,0,0.878,0.64,0,-5.641,1,0.0591,0.142,0,0.0981,0.658,124.069,200524
Magic,Lil Skies,0,0.878,0.64,0,-5.641,1,0.0591,0.142,0,0.0981,0.658,124.069,200524
Element,Pop Smoke,86,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244960
Big Gangsta,Kevin Gates,76,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739
Hope,XXXTENTACION,0,0.705,0.776,4,-6.096,1,0.0445,0.0643,2.81E-06,0.0246,0.366,116.011,185304
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,0,0.878,0.64,0,-5.641,1,0.0591,0.142,0,0.0981,0.658,124.069,200524
Love The Way You Lie,Eminem,84,0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,183624
734,Juice WRLD,82,0.52,0.903,2,-5.497,1,0.042,0.00517,0,0.254,0.652,74.988,219801
RAPSTAR,Polo G,76,0.423,0.634,6,-5.877,0,0.0578,0.196,0,0.189,0.467,150.978,195840
WITHOUT YOU,The Kid LAROI,66,0.702,0.709,0,-6.138,0,0.0836,0.189,0.000432,0.225,0.635,118.189,154576
Crooked Smile (feat. TLC),J. Cole,41,0.632,0.574,4,-8.584,1,0.053,0.0942,0,0.215,0.557,125.989,201905
Shade of Yellow,Griff,72,0.47,0.85,1,-2.825,0,0.0363,0.0627,0,0.118,0.148,149.876,197840
Reckless,Madison Beer,72,0.47,0.85,1,-2.825,0,0.0363,0.0627,0,0.118,0.148,149.876,197840
seaside_demo,SEB,70,0.621,0.907,2,-3.923,1,0.0474,0.091,0,0.067,0.884,128.056,233693
Come & Go (with Marshmello),Juice WRLD,40,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637
Nightlight,ILLENIUM,40,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637
Look at the Sky,Porter Robinson,40,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637
So What (feat. A R I Z O N A),Louis The Child,40,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637
Taste of You (feat. Dove Cameron),Rezz,40,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637
Deep Blue,William Black,40,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637
Gasoline (feat. Laura White),Cash Cash,40,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637
In Your Arms (with X Ambassadors),ILLENIUM,40,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637
WOW (with Emma Steinbakken),Matoma,40,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637
Shut The World Out,Kasbo,69,0.898,0.759,7,-4.942,1,0.114,0.227,0.00102,0.104,0.24,127.966,180152
Moon Rider (feat. Wrabel),Jai Wolf,62,0.541,0.653,5,-5.954,1,0.04,0.00531,0,0.126,0.264,123.854,212468
I Love You.,Kaivon,87,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41E-06,0.118,0.637,119.976,154983
Good Things Fall Apart (with Jon Bellion),ILLENIUM,78,0.73,0.861,1,-4.1,1,0.0451,0.39,0,0.213,0.704,117.965,196613
UCLA,RL Grime,77,0.727,0.832,9,-4.327,0,0.0366,0.181,0,0.0615,0.213,127.035,177856
The Bender (with Brando),Matoma,76,0.423,0.634,6,-5.877,0,0.0578,0.196,0,0.189,0.467,150.978,195840
Sweet Time,Porter Robinson,66,0.702,0.709,0,-6.138,0,0.0836,0.189,0.000432,0.225,0.635,118.189,154576
Big Love (with EARTHGANG & MNDR),Louis The Child,85,0.595,0.784,1,-4.878,1,0.102,0.216,0,0.0608,0.479,124.111,183726
Lost,ILLENIUM,66,0.584,0.607,11,-6.605,1,0.0356,0.426,0,0.101,0.374,117.817,194827
Black Hole,Griff,79,0.733,0.96,7,-3.597,1,0.0295,0.0514,0.00199,0.287,0.811,124.01,189672
Black Hole,Griff,51,0.623,0.886,5,-2.409,1,0.0512,0.0526,0,0.409,0.235,122.095,209016
Black Hole,Griff,60,0.849,0.669,7,-4.872,1,0.0966,0.0433,3.72E-06,0.0727,0.607,117.024,162051
Black Hole,Griff,56,0.815,0.688,0,-6.101,1,0.0659,0.00159,4.11E-06,0.111,0.641,101.968,167059
Closer,The Chainsmokers,59,0.751,0.857,1,-4.385,0,0.0752,0.31,0,0.0801,0.501,104.984,151999
Roses,The Chainsmokers,79,0.748,0.734,0,-6.499,1,0.124,0.524,1.15E-05,0.0975,0.368,97.753,80081
Cloudy Day,Tones And I,33,0.696,0.891,7,-5.211,1,0.0492,0.129,5.88E-06,0.206,0.532,104.004,196154
Black Hole,Griff,80,0.706,0.625,0,-7.426,1,0.0314,0.0417,0,0.129,0.225,142.948,242181
Arcade,Duncan Laurence,65,0.885,0.543,2,-6.338,1,0.2,0.0311,0,0.154,0.43,99.026,195992
Someone To You,BANNERS,52,0.9,0.649,2,-6.365,1,0.197,0.00378,2.06E-06,0.0873,0.658,93.99,173640
Lily,Alan Walker,80,0.724,0.675,2,-5.267,1,0.0867,0.0978,9.41E-06,0.351,0.325,160.048,199758
Dernière Danse,Yves V,82,0.905,0.647,10,-5.065,0,0.107,0.0187,0,0.282,0.367,130.97,190534
Summer Air,Hardwell,76,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739
Hero (feat. Christina Perri),Cash Cash,0,0.705,0.776,4,-6.096,1,0.0445,0.0643,2.81E-06,0.0246,0.366,116.011,185304
Hero (feat. Christina Perri),Cash Cash,69,0.898,0.759,7,-4.942,1,0.114,0.227,0.00102,0.104,0.24,127.966,180152
Impossible,Shontelle,62,0.541,0.653,5,-5.954,1,0.04,0.00531,0,0.126,0.264,123.854,212468
Magic in the Air (feat. Ahmed Chawki),Magic System,87,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41E-06,0.118,0.637,119.976,154983
Sygrayem (Let's Play),Carlos Rafael Rivera,78,0.73,0.861,1,-4.1,1,0.0451,0.39,0,0.213,0.704,117.965,196613
Sygrayem (Let's Play),Carlos Rafael Rivera,77,0.727,0.832,9,-4.327,0,0.0366,0.181,0,0.0615,0.213,127.035,177856
Sygrayem (Let's Play),Carlos Rafael Rivera,85,0.595,0.784,1,-4.878,1,0.102,0.216,0,0.0608,0.479,124.111,183726
Sygrayem (Let's Play),Carlos Rafael Rivera,66,0.702,0.709,0,-6.138,0,0.0836,0.189,0.000432,0.225,0.635,118.189,154576
Sygrayem (Let's Play),Carlos Rafael Rivera,76,0.423,0.634,6,-5.877,0,0.0578,0.196,0,0.189,0.467,150.978,195840
Sygrayem (Let's Play),Carlos Rafael Rivera,66,0.584,0.607,11,-6.605,1,0.0356,0.426,0,0.101,0.374,117.817,194827
Sygrayem (Let's Play),Carlos Rafael Rivera,87,0.586,0.616,5,-7.964,1,0.0324,0.182,0,0.0927,0.719,148.088,242096
Sygrayem (Let's Play),Carlos Rafael Rivera,60,0.849,0.669,7,-4.872,1,0.0966,0.0433,3.72E-06,0.0727,0.607,117.024,162051
Sygrayem (Let's Play),Carlos Rafael Rivera,72,0.834,0.678,6,-6.242,0,0.0515,0.0546,0.263,0.103,0.551,121.995,168601
Space Melody (Edward Artemyev) (feat. Leony),VIZE,79,0.733,0.96,7,-3.597,1,0.0295,0.0514,0.00199,0.287,0.811,124.01,189672
Another Life (feat. Alida),Lucas & Steve,51,0.623,0.886,5,-2.409,1,0.0512,0.0526,0,0.409,0.235,122.095,209016
Leave Before You Love Me (with Jonas Brothers),Marshmello,77,0.707,0.629,0,-4.581,0,0.0563,0.259,1.60E-05,0.138,0.457,122.863,212459
Perfect Strangers,Jonas Blue,53,0.621,0.898,10,-4.569,1,0.0401,0.0976,1.08E-05,0.404,0.332,124.018,181040
EveryTime I Cry,Ava Max,78,0.528,0.511,3,-8.144,1,0.0324,0.126,0,0.101,0.351,100.1,209880
Lily,Alan Walker,67,0.786,0.732,7,-6.664,1,0.0421,0.0547,2.47E-06,0.342,0.631,123.982,190680
Dernière Danse,Yves V,86,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427
Heartbreak Anthem (with David Guetta & Little Mix),Galantis,45,0.551,0.767,6,-4.602,1,0.0577,0.00383,0,0.129,0.391,90.032,206387
Family,The Chainsmokers,45,0.88,0.571,9,-8.753,1,0.071,0.0971,0.000215,0.107,0.106,120.93,178536
By Your Side (feat. Tom Grennan),Calvin Harris,49,0.784,0.826,4,-4.517,0,0.0929,0.0205,1.38E-05,0.125,0.269,103.913,193846
Gasoline (feat. Laura White),Cash Cash,56,0.701,0.789,6,-5.399,1,0.0395,0.0661,1.89E-05,0.222,0.375,109.99,136364
Get Together,David Guetta,74,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66E-06,0.0939,0.219,99.99,221507
Enjoy Enjaami - Spotify Singles (with Dhee feat. Arivu & Santhosh Narayanan),DJ Snake,74,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66E-06,0.0939,0.219,99.99,221507
Break My Heart Myself (feat. Travis Barker),Bebe Rexha,48,0.489,0.739,8,-5.049,1,0.0397,0.0573,9.76E-06,0.105,0.472,125.003,257400
SugarCrash!,ElyOtto,70,0.621,0.907,2,-3.923,1,0.0474,0.091,0,0.067,0.884,128.056,233693
Weekend Vibe (feat. Desi Crew),Jubël,0,0.878,0.64,0,-5.641,1,0.0591,0.142,0,0.0981,0.658,124.069,200524
Righteous,Juice WRLD,62,0.432,0.612,11,-8.846,0,0.211,0.00185,0,0.308,0.253,88.716,205333
Dip (feat. Nicki Minaj) (feat. Nicki Minaj),Tyga,0,0.658,0.791,8,-4.66,1,0.0512,0.102,0,0.139,0.744,75.017,186227
YUSO (feat. Lil Wayne & Saweetie),Kid Ink,80,0.631,0.239,11,-7.071,0,0.0398,0.864,0,0.116,0.0927,79.859,149297
Wolves (feat. Post Malone),Big Sean,66,0.544,0.704,4,-5.678,0,0.0435,0.0156,0,0.164,0.265,80.029,189062
Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,90,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,208867
Roses,The Chainsmokers,49,0.74,0.638,7,-5.327,1,0.192,0.0348,0,0.0865,0.792,92.982,191599
Cloudy Day,Tones And I,74,0.535,0.359,2,-9.343,1,0.0607,0.771,0,0.111,0.488,154.163,184505
Space Melody (Edward Artemyev) (feat. Leony),VIZE,79,0.722,0.851,7,-3.873,0,0.0639,0.0319,0,0.108,0.452,126.885,197936
Another Life (feat. Alida),Lucas & Steve,81,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11E-06,0.0936,0.533,136.041,201661
Leave Before You Love Me (with Jonas Brothers),Marshmello,90,0.442,0.612,2,-7.222,1,0.112,0.584,5.70E-06,0.37,0.178,180.917,215507
Perfect Strangers,Jonas Blue,81,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11E-06,0.0936,0.533,136.041,201661
EveryTime I Cry,Ava Max,72,0.635,0.554,2,-3.975,0,0.0343,0.134,0,0.116,0.315,156.822,196147
Heartbreak Anthem (with David Guetta & Little Mix),Galantis,57,0.443,0.579,6,-6.517,0,0.187,0.125,0,0.284,0.256,83.827,240437
Dernière Danse,Yves V,73,0.53,0.37,6,-9.989,1,0.0279,0.806,0,0.112,0.701,140.061,206734
Lily,Alan Walker,77,0.694,0.685,6,-6.535,0,0.133,0.224,0,0.124,0.306,158.831,196180
Family,The Chainsmokers,0,0.65,0.613,9,-6.13,0,0.128,0.00336,0,0.267,0.0804,149.972,194621
Leave The Door Open,Bruno Mars,71,0.703,0.703,1,-4.672,1,0.133,0.605,0,0.12,0.697,76.017,183783
Get Together,David Guetta,84,0.625,0.814,0,-5.181,1,0.0657,0.0172,0,0.158,0.535,144.991,205485
Going Dumb,Alesso,56,0.552,0.76,11,-6.861,0,0.0367,0.00713,0.0113,0.313,0.338,104.957,232333
By Your Side (feat. Tom Grennan),Calvin Harris,56,0.552,0.76,11,-6.861,0,0.0367,0.00713,0.0113,0.313,0.338,104.957,232333
Gasoline (feat. Laura White),Cash Cash,56,0.552,0.76,11,-6.861,0,0.0367,0.00713,0.0113,0.313,0.338,104.957,232333
Symphony (feat. Zara Larsson),Clean Bandit,56,0.552,0.76,11,-6.861,0,0.0367,0.00713,0.0113,0.313,0.338,104.957,232333
Think About You - Galantis Remix,Kygo,66,0.272,0.281,10,-8.131,1,0.0307,0.618,0,0.111,0.152,138.856,305893
Takeaway,The Chainsmokers,81,0.746,0.754,1,-6.684,1,0.0676,0.0152,0,0.0486,0.746,149.882,206880
New Love (feat. Ellie Goulding),Silk City,86,0.866,0.813,11,-4.063,0,0.0554,0.38,0,0.0779,0.969,121.998,199440
Wake Me Up,Avicii,74,0.713,0.738,10,-6.784,1,0.374,0.255,0,0.106,0.425,105.027,201200
Faded - Luke Christopher Remix,Alan Walker,84,0.444,0.819,10,-4.078,0,0.341,0.106,0,0.107,0.747,82.695,187973
My House - Chill Mix,Elderbrook,84,0.444,0.819,10,-4.078,0,0.341,0.106,0,0.107,0.747,82.695,187973
Lost,Gareth Emery,14,0.834,0.548,5,-11.487,0,0.121,0.144,0.00629,0.101,0.188,99.154,144170
WOW (with Emma Steinbakken),Matoma,83,0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,116.947,190960
Imagine - Tiësto Remix,Ben Platt,83,0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,116.947,190960
Paris,The Chainsmokers,83,0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,116.947,190960
Paris,The Chainsmokers,90,0.442,0.612,2,-7.222,1,0.112,0.584,5.70E-06,0.37,0.178,180.917,215507
Body Back (feat. Maia Wright) - Deniz Koyu Remix,Gryffin,77,0.585,0.696,4,-5.6,0,0.0307,0.204,0,0.344,0.522,104.01,217640
Magic in the Air (feat. Ahmed Chawki),Magic System,80,0.63,0.633,4,-7.088,1,0.0457,0.00776,0,0.0541,0.452,93.995,172762
Black Hole,Griff,0,0.63,0.848,0,-4.592,1,0.0429,0.0834,4.34E-06,0.205,0.551,124.984,219692
Famous (I'm The One) (feat. Yo Gotti & DeJ Loaf),Mozzy,61,0.634,0.794,6,-6.363,1,0.0945,0.0801,0,0.0664,0.67,123.02,176640
Hate Me,Ellie Goulding,79,0.647,0.823,2,-5.231,1,0.0762,0.0598,0,0.119,0.396,99.933,230333
Lonely (with benny blanco),Justin Bieber,0,0.564,0.849,0,-3.516,0,0.0517,0.00868,4.68E-06,0.12,0.427,102.028,212647
u love u (with Tate McRae),blackbear,67,0.614,0.605,0,-5.63,1,0.0319,0.21,0,0.162,0.333,127.099,217867
Kiss Me More (feat. SZA),Doja Cat,81,0.731,0.445,0,-8.418,1,0.0533,0.0586,1.96E-05,0.14,0.106,117.97,247160
Slow Clap (with Saweetie),Gwen Stefani,59,0.751,0.857,1,-4.385,0,0.0752,0.31,0,0.0801,0.501,104.984,151999
i don't want to watch the world end with someone else,Clinton Kane,66,0.524,0.882,5,-3.038,1,0.0367,0.108,1.10E-06,0.071,0.399,119.94,204547
Glad You Came,The Wanted,0,0.878,0.64,0,-5.641,1,0.0591,0.142,0,0.0981,0.658,124.069,200524
Without Me,Halsey,0,0.461,0.803,9,-3.518,1,0.0564,0.114,7.47E-05,0.225,0.237,136.18,188000
deja vu,Olivia Rodrigo,91,0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03,198082
Without Me,Halsey,67,0.669,0.801,8,-5.445,1,0.136,0.268,0,0.0594,0.541,109.919,201072
734,Juice WRLD,90,0.442,0.612,2,-7.222,1,0.112,0.584,5.70E-06,0.37,0.178,180.917,215507
Lucid Dreams (feat. Lil Uzi Vert) - Remix,Juice WRLD,0,0.878,0.64,0,-5.641,1,0.0591,0.142,0,0.0981,0.658,124.069,200524
Life's A Mess II (with Clever & Post Malone),Juice WRLD,88,0.667,0.373,4,-9.389,1,0.05,0.785,0,0.0906,0.0823,124.148,169266
Smile (with The Weeknd),Juice WRLD,59,0.751,0.857,1,-4.385,0,0.0752,0.31,0,0.0801,0.501,104.984,151999
Wishing Well,Juice WRLD,0,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088
Real Shit (with benny blanco),Juice WRLD,82,0.73,0.703,0,-5.672,0,0.0369,0.109,0,0.0657,0.595,138.113,192120
Come & Go (with Marshmello),Juice WRLD,77,0.428,0.276,4,-11.729,1,0.0312,0.732,5.33E-06,0.117,0.0382,99.195,280000
Shots,Imagine Dragons,0,0.659,0.667,11,-4.668,0,0.0339,0.00173,2.85E-05,0.1,0.468,115.982,258004
Shots,Imagine Dragons,66,0.524,0.882,5,-3.038,1,0.0367,0.108,1.10E-06,0.071,0.399,119.94,204547
Shots,Imagine Dragons,84,0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,183624
Shots,Imagine Dragons,56,0.675,0.562,9,-5.99,1,0.0968,0.245,0.00109,0.103,0.655,79.916,156963
A Thousand Years (feat. Steve Kazee) - Pt. 2; The Twilight Saga: Breaking Dawn Soundtrack,Christina Perri,56,0.675,0.562,9,-5.99,1,0.0968,0.245,0.00109,0.103,0.655,79.916,156963
Stitches,Shawn Mendes,86,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244960
There's Nothing Holdin' Me Back,Shawn Mendes,49,0.612,0.668,2,-7.524,1,0.0483,0.00437,0,0.164,0.485,103.037,229627
Lost In Japan,Shawn Mendes,48,0.604,0.743,0,-7.3,0,0.0407,0.0062,1.53E-06,0.223,0.335,105.972,186418
Treat You Better,Shawn Mendes,72,0.47,0.85,1,-2.825,0,0.0363,0.0627,0,0.118,0.148,149.876,197840
Treat You Better,Shawn Mendes,48,0.489,0.739,8,-5.049,1,0.0397,0.0573,9.76E-06,0.105,0.472,125.003,257400
Señorita - Slowed + Reverb,Dayscar,74,0.575,0.844,6,-4.89,0,0.072,0.00172,0,0.114,0.277,104.914,177801
Señorita,Shawn Mendes,76,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739
Señorita,Shawn Mendes,78,0.782,0.685,4,-6.237,1,0.0309,0.166,1.18E-05,0.16,0.603,118.016,180566
Señorita,Shawn Mendes,71,0.528,0.453,4,-9.398,1,0.0396,0.355,1.06E-06,0.104,0.281,119.761,196678
deja vu,Olivia Rodrigo,71,0.528,0.453,4,-9.398,1,0.0396,0.355,1.06E-06,0.104,0.281,119.761,196678
Call You Mine,The Chainsmokers,72,0.47,0.85,1,-2.825,0,0.0363,0.0627,0,0.118,0.148,149.876,197840
Be Kind (with Halsey),Marshmello,95,0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,178147
Real Love,Clean Bandit,83,0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,116.947,190960
Beside You (feat. Georgia Ku),Matoma,78,0.622,0.712,5,-7.321,1,0.066,0.0573,0,0.13,0.487,140.025,211360
Perfect,One Direction,67,0.614,0.605,0,-5.63,1,0.0319,0.21,0,0.162,0.333,127.099,217867
Hymn for the Weekend - Seeb Remix,Coldplay,87,0.775,0.327,11,-7.241,1,0.0557,0.841,0,0.0821,0.595,91.05,189486
Two of Us,Louis Tomlinson,77,0.64,0.455,0,-5.942,1,0.0247,0.0743,0,0.0694,0.333,89.948,217773
I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,74,0.759,0.605,7,-7.737,1,0.0433,0.156,0,0.694,0.64,121.049,158900
Break My Heart Myself (feat. Travis Barker),Bebe Rexha,77,0.477,0.682,1,-4.931,0,0.0925,0.153,0,0.0763,0.345,110.567,202205
Alive,Empire of the Sun,75,0.684,0.619,10,-7.005,1,0.0386,0.0716,0,0.122,0.284,125.046,217440
Black Hole,Griff,79,0.259,0.437,11,-6.589,0,0.0386,0.102,1.32E-06,0.106,0.0951,180.042,239000
Radioactive,Imagine Dragons,78,0.61,0.83,0,-4.105,1,0.0571,0.033,0,0.118,0.728,182.162,193000
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,81,0.489,0.597,5,-6.633,0,0.0292,0.27,0,0.105,0.324,95.012,253520
Sixteen,Ellie Goulding,83,0.732,0.463,11,-6.972,0,0.0287,0.374,0,0.194,0.397,95.971,212607
deja vu,Olivia Rodrigo,81,0.73,0.729,4,-3.434,0,0.0884,0.167,1.39E-06,0.349,0.467,113.011,221820
Black Hole,Griff,79,0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,197867
you broke me first,Tate McRae,68,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,207039
Break My Heart Myself (feat. Travis Barker),Bebe Rexha,82,0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,181027
bad guy,Billie Eilish,80,0.749,0.535,4,-6.785,1,0.0336,0.0131,3.65E-05,0.0982,0.601,123.042,196607
Drag Me Down,One Direction,76,0.601,0.724,6,-4.856,1,0.0486,0.0945,1.68E-06,0.12,0.508,102.061,207905
"My Heart Will Go On - Love Theme from ""Titanic""",Céline Dion,83,0.522,0.385,0,-7.355,1,0.0288,0.536,0,0.135,0.236,89.792,207520
Love Again,Dua Lipa,65,0.678,0.678,6,-4.724,1,0.0438,0.0461,0,0.0751,0.55,130.05,185034
Alive,Empire of the Sun,75,0.755,0.536,8,-5.605,1,0.12,0.114,0,0.0282,0.882,138.969,198040
Arcade,Duncan Laurence,61,0.567,0.771,10,-4.532,0,0.0409,0.0125,0,0.353,0.59,178.065,176747
Shade of Yellow,Griff,73,0.754,0.854,5,-3.449,0,0.0608,0.177,0,0.0808,0.8,75.002,229720
Shade of Yellow,Griff,69,0.565,0.242,2,-8.367,1,0.0318,0.762,9.30E-06,0.285,0.237,81.657,243267
Closer,The Chainsmokers,90,0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,174000
Don't Wanna Know - Ryan Riback Remix,Maroon 5,0,0.69,0.809,2,-4.198,1,0.0603,0.524,0,0.147,0.864,123.912,190800
We're Coming Up,Julie Bergan,69,0.54,0.793,5,-4.379,1,0.0493,0.0744,0,0.354,0.399,112.219,201199
Hero (feat. Christina Perri),Cash Cash,60,0.642,0.818,2,-4.552,1,0.032,0.0567,0,0.0919,0.59,124.957,253040
Body Back (feat. Maia Wright) - Deniz Koyu Remix,Gryffin,74,0.681,0.798,2,-4.367,1,0.0375,0.00398,5.11E-06,0.0542,0.516,105.99,181120
Floating Through Space,Sia,77,0.585,0.696,4,-5.6,0,0.0307,0.204,0,0.344,0.522,104.01,217640
Roses,The Chainsmokers,79,0.669,0.629,1,-6.032,0,0.0657,0.0485,0,0.346,0.683,125.935,139729
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,40,0.647,0.801,9,-5.267,0,0.0466,0.0899,5.61E-06,0.0979,0.317,97.933,199599
Gone Are The Days (feat. James Gillespie),Kygo,75,0.51,0.846,3,-4.595,1,0.0461,0.0101,0,0.208,0.475,139.927,226733
Gone Are The Days (feat. James Gillespie),Kygo,82,0.474,0.631,5,-5.884,0,0.343,0.0687,0,0.132,0.425,180.051,189323
Hero (feat. Christina Perri),Cash Cash,82,0.474,0.631,5,-5.884,0,0.343,0.0687,0,0.132,0.425,180.051,189323
good 4 u,Olivia Rodrigo,82,0.474,0.631,5,-5.884,0,0.343,0.0687,0,0.132,0.425,180.051,189323
Señorita,Shawn Mendes,63,0.512,0.695,4,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.957,233630
In My Blood,Shawn Mendes,61,0.655,0.473,8,-9.806,1,0.0267,0.842,0.0323,0.167,0.572,92.962,211290
Two of Us,Louis Tomlinson,58,0.464,0.391,6,-9.884,1,0.0384,0.755,9.64E-05,0.105,0.418,106.887,233472
Memories,Maroon 5,56,0.534,0.863,0,-4.616,1,0.0357,0.0152,0.0167,0.144,0.374,98.006,313163
Imagination,Shawn Mendes,53,0.626,0.79,3,-6.502,1,0.0397,0.0196,8.86E-05,0.106,0.539,127.039,297643
Rescue Me,OneRepublic,49,0.496,0.568,4,-7.968,0,0.0333,0.217,1.69E-05,0.094,0.236,88.918,207531
How Do You Sleep?,Sam Smith,48,0.386,0.824,11,-5.225,0,0.0317,0.000305,6.50E-06,0.269,0.362,163.989,239085
Rewrite The Stars,Zac Efron,45,0.535,0.701,1,-5.905,0,0.0297,0.00649,6.37E-06,0.403,0.334,138.05,263509
